recency_days,frequency,monetary,avg_order_value,num_returns,email_open_rate,days_since_signup,churned
10,19,1060.1,55.79,3,0.13,35,0
238,36,952.75,26.47,8,0.01,416,1
110,37,4492.54,121.42,1,0.66,1160,0
293,14,2129.17,152.08,7,0.63,752,1
65,23,596.29,25.93,4,0.81,40,0
105,39,1360.01,34.87,9,0.7,1076,0
354,18,2808.45,156.02,4,0.51,893,1
90,18,3142.88,174.6,7,0.02,1392,1
48,32,3681.06,115.03,8,0.49,439,0
201,20,16.4,0.82,6,0.89,1270,0
229,25,131.03,5.24,2,0.12,1506,1
207,29,83.79,2.89,3,0.66,1272,1
147,1,257.04,257.04,9,0.69,754,1
40,34,1167.84,34.35,0,0.54,865,0
105,32,537.02,16.78,6,0.33,978,0
21,40,2826.98,70.67,9,0.37,1488,0
311,8,3466.35,433.29,2,0.25,1060,1
95,2,4139.95,2069.98,2,0.05,252,1
242,48,4798.53,99.97,0,0.08,640,1
95,3,2391.51,797.17,7,0.7,1502,1
226,37,2194.76,59.32,9,0.89,1361,0
34,36,886.48,24.62,9,0.54,1077,0
35,19,3899.47,205.24,4,0.21,1252,0
116,18,2297.75,127.65,9,0.77,1543,1
95,3,2106.09,702.03,2,0.93,1331,0
118,41,1587.79,38.73,4,0.79,1437,0
101,17,2060.79,121.22,5,0.8,628,0
253,47,1937.99,41.23,1,0.78,1187,0
159,32,3697.61,115.55,3,0.17,831,1
57,2,4193.68,2096.84,8,0.51,504,1
336,45,281.85,6.26,7,0.96,362,1
232,45,712.22,15.83,6,0.6,791,0
147,37,81.49,2.2,5,0.89,574,0
186,46,2758.08,59.96,8,0.88,490,0
120,38,1122.41,29.54,8,0.99,619,0
144,30,1843.54,61.45,0,0.34,275,1
26,7,116.58,16.65,6,0.03,790,1
303,23,2117.02,92.04,2,0.03,519,1
141,12,1937.31,161.44,7,0.14,841,1
254,19,4039.35,212.6,7,0.24,871,1
20,39,624.18,16.0,2,0.63,429,0
34,42,1028.38,24.49,4,0.08,1140,0
133,19,3245.28,170.8,2,0.27,353,1
14,10,2603.44,260.34,7,0.72,1667,0
353,43,3331.12,77.47,8,0.9,744,1
15,33,2095.5,63.5,1,0.51,1632,0
203,2,375.37,187.68,1,0.28,588,1
128,22,2728.05,124.0,9,0.99,1732,0
77,31,3041.75,98.12,1,0.85,933,0
52,7,32.9,4.7,3,0.63,772,1
109,25,463.47,18.54,5,0.04,440,1
19,25,1431.12,57.24,2,0.5,313,0
208,40,1585.61,39.64,9,0.99,661,0
86,20,793.15,39.66,1,0.55,730,0
8,9,4359.64,484.4,0,0.38,46,0
42,21,2135.96,101.71,3,0.92,1171,0
328,10,4287.42,428.74,0,0.34,945,1
88,39,2528.49,64.83,3,0.99,739,0
211,25,4504.88,180.2,5,0.34,1125,1
150,25,2261.69,90.47,3,0.77,643,0
180,30,2611.31,87.04,3,0.24,1721,1
311,43,1249.73,29.06,1,0.89,559,1
261,8,4725.69,590.71,4,0.18,240,1
201,2,4576.66,2288.33,6,0.17,1530,1
73,45,298.93,6.64,0,0.11,384,0
310,48,851.82,17.75,3,0.81,904,0
8,42,3210.25,76.43,7,0.53,668,0
203,10,4632.29,463.23,8,0.18,816,1
224,7,622.47,88.92,6,0.08,1644,1
345,18,1726.95,95.94,7,0.36,1318,1
59,42,507.26,12.08,5,0.02,1428,0
106,44,2579.05,58.61,0,0.46,1233,0
5,45,411.59,9.15,8,0.34,1150,0
90,14,1724.73,123.2,0,0.1,519,1
339,12,4694.09,391.17,8,0.93,575,1
4,15,4408.24,293.88,8,0.41,37,0
287,43,4745.79,110.37,6,0.41,1680,1
341,4,183.68,45.92,2,0.02,664,1
42,28,678.79,24.24,6,0.26,466,1
132,5,545.31,109.06,7,0.05,172,1
327,40,3263.5,81.59,3,0.04,1163,1
263,15,3967.06,264.47,8,0.98,40,1
25,30,4881.46,162.72,8,0.34,517,0
316,21,2857.0,136.05,7,0.77,900,1
293,15,3568.2,237.88,0,0.66,1061,1
114,39,529.76,13.58,2,0.03,818,0
151,34,2401.43,70.63,0,0.16,517,1
111,40,3017.87,75.45,4,0.04,929,0
189,35,3097.83,88.51,1,0.57,1212,0
284,38,1056.95,27.81,9,0.33,652,1
244,36,1592.34,44.23,7,0.81,1602,0
353,6,3428.76,571.46,0,0.75,1553,1
36,38,2250.77,59.23,0,0.29,1041,0
337,20,4685.04,234.25,3,0.33,615,1
331,32,3314.33,103.57,3,0.01,1564,1
140,4,1371.17,342.79,0,0.63,356,1
53,22,900.46,40.93,2,0.46,68,0
83,17,3291.26,193.6,4,0.24,1699,1
343,17,4106.58,241.56,5,0.38,1448,1
4,21,1676.02,79.81,1,0.69,1639,0
34,45,4649.89,103.33,0,0.88,501,0
27,35,3443.48,98.39,4,0.69,628,0
63,40,4990.2,124.76,0,0.14,1631,0
288,29,2305.11,79.49,5,0.07,885,1
21,41,2896.39,70.64,3,0.53,182,0
352,37,2982.67,80.61,0,0.17,726,1
145,5,3452.83,690.57,3,0.34,660,1
194,33,1914.13,58.0,6,0.99,510,0
216,20,3248.67,162.43,0,0.3,1468,1
296,25,823.21,32.93,6,0.24,1549,1
228,18,4456.91,247.61,3,0.8,933,1
23,4,2878.09,719.52,9,0.05,130,1
302,43,1474.46,34.29,7,0.32,765,1
33,12,2241.34,186.78,4,0.13,1059,1
193,17,4841.76,284.81,0,0.87,1286,1
316,31,1988.77,64.15,4,0.67,1786,1
186,47,4796.72,102.06,6,0.19,609,0
153,14,3657.96,261.28,4,0.26,591,1
119,40,1403.62,35.09,2,0.58,947,0
286,7,3943.75,563.39,6,0.04,617,1
238,43,4449.92,103.49,7,0.57,1384,1
296,12,1599.16,133.26,6,0.3,710,1
331,6,3161.16,526.86,9,0.73,324,1
216,30,3387.75,112.92,6,0.2,759,1
130,48,1968.09,41.0,7,0.35,1404,0
216,47,3762.38,80.05,5,0.99,178,0
130,19,2549.49,134.18,3,0.8,1075,0
75,5,2362.03,472.41,7,0.7,1597,0
125,4,667.1,166.78,7,0.63,1416,1
175,10,2502.34,250.23,0,0.47,229,1
83,31,1233.45,39.79,9,0.09,195,1
115,23,2928.89,127.34,9,0.72,773,0
207,43,1631.57,37.94,6,0.19,1375,1
50,5,3706.48,741.3,4,0.49,1295,0
39,36,3667.01,101.86,8,0.21,652,0
282,47,3107.18,66.11,8,0.39,719,1
304,35,1940.06,55.43,9,0.45,398,1
115,47,141.14,3.0,5,0.86,754,0
51,47,1806.82,38.44,1,0.83,1542,0
168,17,2118.9,124.64,7,0.17,1547,1
64,48,3402.32,70.88,2,0.13,1627,0
320,9,2216.63,246.29,8,0.31,816,1
25,41,3217.9,78.49,7,0.79,1684,0
184,47,2968.24,63.15,6,0.02,714,1
139,39,1382.53,35.45,4,0.93,470,0
170,40,3855.46,96.39,9,0.5,1655,0
276,18,3618.76,201.04,0,0.16,968,1
96,36,850.56,23.63,8,0.35,182,0
332,23,2509.03,109.09,0,0.26,360,1
356,9,286.57,31.84,2,0.05,547,1
159,26,1964.43,75.56,4,0.71,1376,0
141,44,483.85,11.0,3,0.1,1051,1
86,24,1040.86,43.37,2,0.88,818,0
297,24,1941.77,80.91,4,0.16,1588,1
265,40,4628.19,115.7,3,0.43,1331,1
164,48,2644.63,55.1,4,0.66,768,0
251,49,1280.38,26.13,4,0.75,877,0
134,44,1051.23,23.89,8,0.97,1151,0
249,11,2155.05,195.91,7,0.17,243,1
299,12,3431.37,285.95,3,0.35,553,1
162,39,2221.22,56.95,8,0.46,1557,1
243,39,4515.02,115.77,1,0.52,1073,1
206,30,3924.31,130.81,9,0.91,942,0
27,34,3557.48,104.63,6,0.13,1691,0
23,36,149.11,4.14,1,0.83,665,0
96,9,3481.94,386.88,0,0.14,1174,1
92,25,1425.67,57.03,8,0.9,1413,0
70,30,839.09,27.97,8,0.5,90,0
338,35,781.78,22.34,1,0.28,917,1
221,11,4122.32,374.76,5,0.24,141,1
16,31,3058.19,98.65,1,0.37,852,0
329,21,3631.68,172.94,6,0.13,932,1
110,33,2389.66,72.41,2,0.57,1090,0
360,13,4482.89,344.84,4,0.37,735,1
83,47,4771.7,101.53,3,0.38,469,0
31,19,3699.87,194.73,7,0.81,488,0
48,3,4799.17,1599.72,2,0.59,1159,1
141,15,4721.37,314.76,1,0.37,521,0
337,15,725.69,48.38,3,0.99,481,1
202,18,2827.64,157.09,0,0.29,1219,1
46,32,3573.85,111.68,8,0.67,921,0
116,3,1533.73,511.24,3,0.88,203,1
179,19,2850.04,150.0,5,0.71,1379,1
199,8,1180.94,147.62,4,0.1,466,1
306,23,3871.46,168.32,3,0.12,1106,1
17,17,1092.18,64.25,4,0.89,1128,0
2,21,2967.39,141.3,8,0.63,446,0
263,20,4346.06,217.3,0,0.84,899,1
40,39,4519.9,115.89,4,0.42,535,0
249,44,1570.38,35.69,6,0.24,782,1
125,3,1538.18,512.73,8,0.49,1053,1
142,19,786.91,41.42,6,0.17,628,1
54,23,2114.95,91.95,6,0.07,302,0
282,20,4360.49,218.02,0,0.05,1496,1
67,33,145.04,4.4,0,0.48,696,0
3,35,2408.98,68.83,8,0.48,1453,0
216,21,4418.56,210.41,9,0.21,1167,1
56,29,2067.77,71.3,9,0.55,368,0
63,4,2911.81,727.95,0,0.08,1650,1
80,9,4639.69,515.52,8,0.86,1274,0
233,47,4237.18,90.15,8,0.68,1810,0
274,28,3895.27,139.12,2,0.95,1465,0
334,19,2790.3,146.86,8,0.41,1687,1
358,48,1332.52,27.76,1,0.49,1361,1
84,47,3423.83,72.85,4,0.46,1214,0
79,3,2092.26,697.42,3,0.29,1715,0
78,46,4307.61,93.64,6,0.08,1076,0
69,9,2385.1,265.01,1,0.92,1015,0
5,7,4705.97,672.28,0,0.54,105,0
214,6,4487.54,747.92,4,0.51,1082,1
6,32,4094.93,127.97,0,0.69,1617,0
15,28,2217.73,79.2,7,0.02,893,0
145,15,2844.56,189.64,3,0.72,1692,1
295,43,1277.07,29.7,8,0.43,843,1
179,11,126.55,11.5,6,0.91,453,0
145,19,2916.33,153.49,2,0.2,531,1
67,28,2752.82,98.32,6,0.65,1479,0
248,45,2939.77,65.33,4,0.1,614,1
118,27,3951.05,146.34,6,0.07,198,0
363,42,132.31,3.15,8,0.4,1275,1
52,44,3141.6,71.4,1,0.38,1312,0
286,28,495.97,17.71,2,0.22,571,1
248,34,3094.75,91.02,3,0.36,998,1
134,21,820.17,39.06,9,0.32,1535,1
144,36,4653.35,129.26,4,0.62,909,0
351,17,4501.04,264.77,6,0.55,534,1
268,39,4954.19,127.03,2,0.48,191,1
16,8,1693.18,211.65,3,0.68,827,0
201,4,1815.22,453.8,2,0.54,737,1
270,3,4862.37,1620.79,8,0.32,625,1
138,18,941.13,52.28,1,0.57,1585,1
252,8,3062.4,382.8,1,0.79,1401,1
228,30,882.04,29.4,2,0.47,90,1
120,28,509.48,18.2,4,0.08,1363,0
3,39,1922.22,49.29,8,1.0,483,0
13,15,3513.53,234.24,5,0.36,1564,1
252,40,1933.83,48.35,6,0.08,701,1
283,41,1744.6,42.55,6,0.27,85,1
136,43,3288.62,76.48,4,0.45,80,0
174,40,389.44,9.74,6,0.53,960,0
187,34,4634.65,136.31,8,0.24,282,1
322,5,4464.93,892.99,5,0.39,224,1
191,7,287.69,41.1,8,0.02,1441,1
208,46,1726.53,37.53,5,0.03,1183,1
204,14,3356.45,239.75,7,0.3,165,1
48,47,609.64,12.97,5,0.51,41,0
256,30,286.91,9.56,8,0.83,497,1
331,29,4568.57,157.54,9,0.01,1627,1
41,31,4321.46,139.4,9,0.3,325,0
26,18,244.61,13.59,6,0.62,1318,0
178,1,3733.55,3733.55,7,0.56,1692,1
279,12,1869.84,155.82,2,0.42,1199,1
31,25,3841.12,153.64,0,0.96,31,0
271,12,1208.16,100.68,4,0.82,1795,1
86,48,1516.79,31.6,5,0.2,595,0
67,24,2320.7,96.7,9,0.13,1669,1
69,3,3495.64,1165.21,5,0.44,1534,1
192,20,1537.94,76.9,7,0.14,621,1
218,19,2504.98,131.84,7,0.38,1690,1
169,33,308.2,9.34,8,0.76,994,0
221,29,4733.35,163.22,1,0.85,1187,1
294,21,1453.7,69.22,7,0.59,1191,1
303,46,1225.23,26.64,6,0.82,1228,1
266,31,3978.0,128.32,1,0.15,574,1
190,4,3870.9,967.72,3,0.81,912,1
80,17,1657.6,97.51,7,0.89,699,0
272,41,4552.77,111.04,1,0.42,1156,1
246,35,742.27,21.21,7,0.73,1304,1
324,16,1879.43,117.46,4,0.93,1377,1
260,14,395.47,28.25,8,0.87,1568,1
49,15,3491.2,232.75,8,0.02,193,1
208,29,4513.52,155.64,8,0.25,1775,1
263,14,3451.2,246.51,4,0.53,1278,1
363,22,4272.64,194.21,2,0.53,1802,1
120,44,3169.51,72.03,7,0.98,636,0
314,30,99.24,3.31,6,0.72,496,1
102,9,2555.53,283.95,7,0.18,1100,1
138,29,1733.23,59.77,0,0.94,147,0
351,4,4797.27,1199.32,1,0.27,564,1
60,27,3867.78,143.25,1,0.22,1117,0
76,40,4475.02,111.88,0,0.13,427,0
305,19,3353.48,176.5,8,0.36,1069,1
333,43,1556.31,36.19,1,0.54,416,1
39,45,4635.07,103.0,8,0.17,1044,0
300,13,4321.49,332.42,2,0.87,254,1
215,16,1701.56,106.35,0,0.1,699,1
320,48,4615.03,96.15,7,0.81,428,1
181,11,1720.75,156.43,9,0.53,1050,1
214,46,3409.48,74.12,4,0.69,305,0
85,22,3297.44,149.88,7,0.43,521,0
213,6,1188.74,198.12,0,0.44,506,1
153,47,4956.48,105.46,7,0.86,146,0
147,8,3795.09,474.39,5,0.53,1129,1
102,31,4421.68,142.63,6,0.26,349,0
146,19,1857.69,97.77,3,0.15,646,1
62,48,4795.77,99.91,2,0.48,1363,0
310,33,2197.07,66.58,8,0.1,858,1
148,40,1695.15,42.38,7,0.89,567,0
142,1,1633.21,1633.21,4,0.86,764,1
357,18,2869.99,159.44,7,0.82,1612,1
178,30,3749.77,124.99,2,0.88,823,0
256,18,4237.87,235.44,8,0.35,1177,1
363,42,2901.21,69.08,1,0.33,812,1
314,40,1292.3,32.31,8,0.07,443,1
129,24,155.7,6.49,5,0.95,1307,0
194,19,4491.97,236.42,9,0.26,1005,1
300,4,363.66,90.92,9,0.59,254,1
183,43,1410.56,32.8,8,0.94,154,0
101,10,577.4,57.74,8,0.83,144,0
193,39,2165.85,55.53,3,0.66,1191,0
10,31,4721.21,152.3,9,0.63,900,0
321,31,4339.43,139.98,2,0.39,1477,1
217,31,2359.96,76.13,3,0.86,931,0
94,25,3813.34,152.53,5,0.65,1574,0
175,8,1141.28,142.66,0,0.57,1163,1
12,46,4445.74,96.65,6,0.67,1670,0
287,31,603.95,19.48,5,0.08,1552,1
194,46,3315.88,72.08,4,0.99,428,0
2,16,226.58,14.16,2,0.59,779,0
168,13,2077.52,159.81,6,0.69,652,1
26,6,1335.2,222.53,6,0.41,51,0
141,25,3265.5,130.62,5,0.87,1120,0
313,28,4941.74,176.49,8,0.61,741,1
239,30,1788.03,59.6,4,0.63,471,0
176,34,4553.34,133.92,6,0.9,1122,0
187,40,3055.35,76.38,1,0.8,449,0
185,13,4389.05,337.62,5,0.54,1791,1
36,4,1850.22,462.56,7,0.68,165,1
82,39,2580.5,66.17,4,0.19,1245,0
298,35,408.13,11.66,4,0.5,295,1
338,4,1142.67,285.67,5,0.88,672,1
54,31,544.86,17.58,2,0.6,710,0
333,14,2796.43,199.74,3,0.26,105,1
12,39,1142.68,29.3,7,0.01,1556,0
189,22,4200.43,190.93,5,0.86,916,1
302,15,2633.25,175.55,4,0.88,1381,1
80,24,1939.53,80.81,1,0.88,929,0
346,22,289.19,13.14,7,0.7,1263,1
358,31,2320.98,74.87,0,0.88,1130,1
155,36,2223.91,61.78,9,0.33,1357,1
325,16,562.4,35.15,0,0.91,1293,1
29,22,4356.89,198.04,4,0.32,1272,0
190,8,475.69,59.46,0,0.97,516,1
107,48,793.03,16.52,8,1.0,1606,0
229,48,2119.56,44.16,3,0.25,952,1
92,10,4379.36,437.94,0,0.8,850,0
161,6,865.77,144.29,7,0.5,532,1
267,16,3259.81,203.74,9,0.5,521,1
76,1,914.71,914.71,8,0.56,1699,1
307,24,2080.36,86.68,0,0.87,639,1
249,27,2922.49,108.24,6,0.1,896,1
92,26,1473.48,56.67,3,0.44,526,0
244,8,969.5,121.19,4,0.93,1266,1
116,46,4500.26,97.83,9,0.66,1363,0
200,33,3062.98,92.82,7,0.27,579,1
223,44,2064.27,46.92,2,0.48,770,0
297,33,1490.31,45.16,2,0.59,335,1
127,16,4902.14,306.38,7,0.03,509,1
165,25,2244.92,89.8,2,0.68,1320,0
162,2,2740.52,1370.26,6,0.91,995,1
314,17,4996.86,293.93,1,0.37,1168,1
307,43,4855.12,112.91,4,0.31,1458,1
79,34,3767.25,110.8,1,0.16,1315,0
39,15,1213.91,80.93,3,0.37,826,1
351,30,2801.29,93.38,3,0.5,1336,1
61,8,1956.23,244.53,9,0.85,655,0
75,14,3293.72,235.27,2,0.88,1377,0
44,18,2787.7,154.87,5,0.4,1147,1
59,6,233.19,38.86,5,0.85,849,1
24,26,401.09,15.43,3,0.68,998,0
220,7,1652.6,236.09,0,0.96,578,1
186,28,1886.5,67.38,9,1.0,782,0
34,28,287.83,10.28,8,0.77,701,0
238,18,183.89,10.22,1,0.39,1203,1
62,23,4215.84,183.3,5,0.28,700,0
196,18,885.38,49.19,7,0.58,424,1
266,34,3544.65,104.25,7,0.01,746,1
156,27,3819.0,141.44,9,0.74,1390,0
113,3,2527.09,842.36,9,0.46,1145,1
327,39,78.34,2.01,0,0.66,1623,1
292,48,1983.15,41.32,7,0.25,1653,1
308,19,3312.34,174.33,1,0.31,1018,1
57,28,3908.81,139.6,3,0.9,458,0
100,33,4133.57,125.26,8,0.36,1112,0
141,11,315.88,28.72,0,0.16,1446,1
62,34,2107.9,62.0,5,0.66,1415,0
141,10,2840.5,284.05,3,0.43,1037,1
91,5,4461.64,892.33,6,0.33,168,1
175,43,3860.34,89.78,7,0.3,499,0
258,38,3696.99,97.29,6,1.0,1531,1
150,5,1174.09,234.82,3,0.32,902,1
263,4,2447.71,611.93,4,0.33,1650,1
141,6,3741.66,623.61,3,0.46,272,1
180,44,3074.38,69.87,3,0.27,185,0
120,39,2196.24,56.31,1,0.95,1013,0
31,49,2917.52,59.54,6,0.34,1679,0
6,47,1447.54,30.8,4,0.85,1597,0
67,40,2182.25,54.56,7,0.35,1482,0
225,22,2254.33,102.47,3,0.62,556,1
37,41,3985.63,97.21,4,0.52,162,0
173,5,1503.02,300.6,9,0.84,314,1
49,8,2470.99,308.87,3,0.34,1375,0
136,34,4843.74,142.46,7,0.36,1312,0
99,1,1182.1,1182.1,9,0.45,885,1
77,14,1025.17,73.23,7,0.58,573,1
188,16,3061.33,191.33,3,0.1,201,1
325,47,2993.87,63.7,1,0.57,1723,1
238,7,2923.67,417.67,7,0.8,1548,1
87,45,3034.94,67.44,1,0.13,872,0
310,38,2533.09,66.66,2,0.28,417,1
336,44,3848.76,87.47,2,0.46,1605,1
276,39,3166.75,81.2,4,0.47,88,1
80,1,446.94,446.94,9,0.38,1532,1
62,4,4240.16,1060.04,1,0.17,1454,1
354,47,3367.33,71.65,7,0.55,514,1
324,20,2057.39,102.87,8,1.0,483,1
153,34,3063.89,90.11,1,0.34,262,1
167,46,3067.94,66.69,8,0.49,188,0
194,3,683.99,228.0,7,0.34,1630,1
324,16,3793.93,237.12,4,0.98,356,1
109,36,3529.7,98.05,0,0.75,1773,0
247,28,4150.81,148.24,3,0.05,545,1
342,46,2756.81,59.93,2,0.39,335,1
109,24,1033.28,43.05,2,0.22,1767,0
103,17,4417.75,259.87,3,0.86,1774,0
49,16,1478.02,92.38,8,0.93,1361,0
266,34,1896.91,55.79,3,0.71,899,1
100,12,4953.22,412.77,6,0.02,232,1
8,17,1064.38,62.61,3,0.13,576,0
183,21,1874.69,89.27,8,0.56,804,1
204,33,1493.9,45.27,2,0.7,588,1
7,1,4584.84,4584.84,3,0.1,966,1
270,26,2864.54,110.17,7,0.54,1371,1
204,24,427.46,17.81,1,0.57,1191,0
172,7,1227.62,175.37,9,0.66,1119,1
126,17,2435.07,143.24,0,0.63,966,0
235,1,4352.59,4352.59,7,0.4,1583,1
274,49,4083.95,83.35,4,0.77,1495,1
280,38,1032.17,27.16,5,0.69,651,1
142,40,2599.95,65.0,3,0.26,1781,0
183,11,2597.31,236.12,9,0.16,1612,1
93,22,4601.65,209.17,4,0.2,670,1
80,21,3609.11,171.86,0,0.55,491,0
314,5,4499.82,899.96,3,0.95,999,1
145,44,4502.39,102.33,0,0.65,294,0
100,3,736.68,245.56,2,0.86,105,1
267,42,4886.6,116.35,6,0.41,1606,1
254,8,172.01,21.5,8,0.5,1819,1
99,32,2805.5,87.67,5,0.62,453,0
64,49,4814.98,98.26,0,0.48,1294,0
231,14,3802.86,271.63,9,0.94,1108,1
335,13,998.42,76.8,0,0.05,290,1
54,7,168.1,24.01,1,0.85,1090,0
88,49,4399.48,89.79,3,0.41,1721,0
339,9,3536.21,392.91,0,0.12,244,1
267,39,3724.52,95.5,9,0.83,1309,1
220,47,3956.98,84.19,4,0.56,183,0
123,36,593.05,16.47,2,0.5,217,0
171,31,1451.23,46.81,0,0.21,389,1
69,5,1778.67,355.73,0,0.12,1458,1
296,21,1309.96,62.38,4,0.42,1558,1
183,32,4810.54,150.33,8,0.69,301,0
291,47,1365.09,29.04,1,0.73,371,0
320,16,3829.59,239.35,5,0.58,382,1
36,27,3384.72,125.36,8,0.37,1617,0
314,1,444.82,444.82,4,0.43,1298,1
112,20,828.85,41.44,4,0.87,707,0
120,30,3199.17,106.64,5,0.93,1350,0
167,7,2729.79,389.97,1,0.92,1520,1
109,44,3281.23,74.57,2,0.01,825,0
124,5,3914.23,782.85,9,0.46,1238,1
253,38,1217.0,32.03,2,0.12,1227,1
116,33,3327.99,100.85,3,0.63,511,0
222,43,2269.33,52.78,9,0.41,731,1
129,3,2360.74,786.91,6,0.35,1327,1
119,47,4250.87,90.44,1,0.22,1569,0
52,5,1082.9,216.58,5,0.78,843,0
315,48,788.83,16.43,3,0.37,1488,1
44,48,3468.24,72.26,4,0.86,1720,0
202,9,3506.12,389.57,0,0.64,193,1
95,30,3449.51,114.98,1,0.13,1607,0
360,35,27.55,0.79,5,0.94,1322,1
26,44,833.8,18.95,5,0.13,1784,0
155,10,1212.66,121.27,9,0.13,58,1
186,9,364.17,40.46,1,0.06,1285,1
360,30,993.99,33.13,8,0.68,1718,1
56,47,1191.08,25.34,2,0.77,325,0
304,29,427.35,14.74,2,0.83,669,1
25,35,2773.76,79.25,7,1.0,1252,0
106,43,1232.24,28.66,3,0.8,1010,0
305,16,3508.94,219.31,1,0.29,984,1
138,20,1202.02,60.1,1,0.96,566,0
214,45,4232.85,94.06,6,0.18,1123,1
143,11,2309.18,209.93,3,0.8,103,1
328,6,41.25,6.88,6,0.06,1222,1
34,3,3945.1,1315.03,5,0.85,334,0
358,44,109.01,2.48,7,0.45,824,1
86,36,4536.98,126.03,7,0.43,380,0
217,33,29.42,0.89,2,0.01,420,1
96,17,3783.07,222.53,2,0.54,1409,1
290,25,2052.08,82.08,5,0.36,974,1
257,25,1168.64,46.75,0,0.34,1813,1
59,44,3272.27,74.37,0,0.01,424,0
90,48,841.23,17.53,9,0.04,620,0
255,1,1585.7,1585.7,5,0.49,530,1
183,30,1549.9,51.66,5,0.21,1489,1
201,28,677.22,24.19,0,0.99,1039,0
134,31,396.94,12.8,8,0.33,965,0
247,25,3423.06,136.92,0,0.31,494,1
339,48,1860.16,38.75,0,0.74,620,1
39,8,250.83,31.35,5,0.56,76,1
253,11,4876.47,443.32,0,0.34,124,1
341,13,3175.01,244.23,7,0.68,324,1
81,35,687.57,19.64,3,0.83,857,0
152,10,4716.81,471.68,9,0.79,280,1
207,14,1119.89,79.99,5,0.74,1672,1
283,13,4320.52,332.35,1,0.39,609,1
251,13,219.34,16.87,3,0.46,31,1
361,35,477.8,13.65,0,0.42,1769,1
203,9,1238.19,137.58,2,0.31,553,1
318,48,1255.36,26.15,5,0.03,627,1
190,6,1404.14,234.02,6,0.3,151,1
114,32,1250.49,39.08,1,0.06,426,0
246,2,193.41,96.7,5,0.1,737,1
147,28,969.44,34.62,1,0.16,624,1
240,2,4898.63,2449.32,9,0.79,1590,1
237,25,3843.34,153.73,3,0.55,702,1
27,11,1199.46,109.04,2,0.37,1643,0
196,7,155.63,22.23,7,0.89,828,1
5,15,384.11,25.61,4,0.91,1248,0
150,37,2047.03,55.33,4,0.94,786,0
240,15,4355.38,290.36,8,0.79,1600,1
238,45,4448.39,98.85,9,0.92,1138,0
38,43,1358.75,31.6,7,0.82,188,0
332,19,2800.66,147.4,3,0.7,785,1
269,23,905.75,39.38,8,0.17,744,1
113,6,4426.68,737.78,4,0.53,391,1
164,1,4355.66,4355.66,8,0.05,1735,1
47,35,2005.67,57.3,3,0.66,1274,0
132,41,1695.61,41.36,6,0.83,131,0
246,37,3912.24,105.74,7,0.84,1549,1
322,32,4109.95,128.44,0,0.19,1016,1
215,7,4358.65,622.66,0,0.31,686,1
103,33,543.57,16.47,8,0.15,753,1
330,12,3382.15,281.85,4,0.77,1082,1
199,44,1582.44,35.96,0,0.97,613,0
271,17,1370.94,80.64,7,0.17,1250,1
258,3,1094.41,364.8,1,0.16,1095,1
145,16,4009.7,250.61,1,0.65,1197,1
8,21,2289.94,109.04,1,0.7,1396,0
231,14,1419.98,101.43,1,0.15,1200,1
325,6,1150.34,191.72,3,0.21,1400,1
314,29,349.22,12.04,5,0.92,1407,1
313,15,1746.28,116.42,1,0.43,859,1
127,42,2344.52,55.82,0,0.92,300,0
330,23,4479.19,194.75,0,0.29,763,1
6,29,47.53,1.64,5,0.85,643,0
116,7,2237.01,319.57,0,0.63,204,1
228,8,2385.5,298.19,3,0.17,1595,1
114,38,23.16,0.61,3,0.72,1676,0
10,7,739.29,105.61,1,0.5,889,0
64,40,180.63,4.52,4,0.76,898,0
342,48,4788.94,99.77,9,0.56,435,1
156,19,2552.06,134.32,3,0.94,1686,1
62,1,4425.89,4425.89,9,0.81,1785,0
226,33,2555.52,77.44,1,0.73,1776,1
137,46,2264.57,49.23,9,0.1,1733,0
144,25,1606.37,64.25,9,1.0,375,1
345,23,2805.4,121.97,1,0.59,1262,1
198,38,3567.96,93.89,0,0.44,1520,1
30,1,1151.06,1151.06,3,0.34,1570,1
343,17,4844.98,285.0,9,0.7,1411,1
2,12,664.56,55.38,5,0.56,889,0
250,1,4534.32,4534.32,0,0.64,537,1
38,31,4525.54,145.99,5,0.41,1154,0
99,25,4782.2,191.29,6,0.95,308,0
359,11,4376.85,397.9,1,0.07,848,1
62,14,3744.87,267.49,1,0.73,381,0
354,46,3546.61,77.1,6,0.62,1245,1
107,27,4331.56,160.43,4,0.96,74,0
140,2,4199.44,2099.72,7,0.22,375,1
342,13,884.43,68.03,7,0.67,125,1
271,17,3190.74,187.69,7,0.86,219,1
108,41,718.87,17.53,6,0.76,1037,0
268,17,1631.19,95.95,3,0.98,1493,1
174,24,2888.41,120.35,0,0.74,1365,0
37,35,4030.92,115.17,4,0.12,579,0
92,4,4948.66,1237.16,5,0.45,978,1
86,49,2876.87,58.71,9,0.6,1141,0
173,8,493.59,61.7,4,0.62,509,1
324,47,4836.1,102.9,5,0.89,1668,1
208,31,1092.66,35.25,8,0.96,462,1
61,21,244.25,11.63,5,0.73,1648,0
222,47,4791.12,101.94,6,0.54,72,0
190,32,271.67,8.49,8,0.03,1586,1
142,34,57.01,1.68,2,0.37,128,0
89,46,2266.24,49.27,6,0.85,282,0
260,13,2740.67,210.82,8,0.75,927,1
203,37,1142.48,30.88,8,0.6,1581,0
